2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2757.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2757.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2771.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2813.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2757.0000	0.0000	0.0000
2766.0000	0.0000	0.0000
2766.0000	0.0000	0.0000
2771.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2809.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2805.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2753.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2762.0000	0.0000	0.0000
2766.0000	0.0000	0.0000
2766.0000	0.0000	0.0000
2771.0000	0.0000	0.0000
2771.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2775.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2779.0000	0.0000	0.0000
2784.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2788.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2792.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2796.0000	0.0000	0.0000
2800.0000	0.0000	0.0000
